stress_level,method,mean_mean_success,ci95_mean_success,mean_mean_goal_validity_f1,ci95_mean_goal_validity_f1,mean_mean_retarget_precision,ci95_mean_retarget_precision,mean_mean_stale_goal_pursuit,ci95_mean_stale_goal_pursuit,mean_mean_unsafe_reach,ci95_mean_unsafe_reach,mean_mean_false_abandonment,ci95_mean_false_abandonment,mean_mean_reappearance_recovery,ci95_mean_reappearance_recovery,mean_mean_substitute_goal_success,ci95_mean_substitute_goal_success,mean_mean_belief_update_latency,ci95_mean_belief_update_latency,mean_mean_intervention_cost,ci95_mean_intervention_cost,mean_mean_ece,ci95_mean_ece,mean_mean_regret,ci95_mean_regret,mean_mean_utility,ci95_mean_utility,groups
0.2,learned_goal_state_classifier,0.661111,0.021188,0.600849,0.000837,0.467862,0.00095,0.058681,0.007555,0.020833,0.005173,0.064583,0.009899,0.409028,0.021324,0.434722,0.022292,0.573702,0.001724,0.214449,0.000442,0.082313,0.000217,0.298837,0.018668,0.495955,0.021161,10
0.2,oracle_goal_state_supervisor,0.885417,0.009731,0.840549,0.00111,0.692488,0.000905,0.0,0.0,0.0,0.0,0.0,0.0,0.627778,0.018811,0.643403,0.024307,0.376922,0.001765,0.275574,0.000589,0.002403,0.000189,0.0,0.0,0.85024,0.010409,10
0.2,pomdp_belief_planner,0.624306,0.017943,0.539498,0.000678,0.410404,0.000956,0.076389,0.010396,0.036458,0.006516,0.077431,0.007177,0.404861,0.013581,0.374653,0.014682,0.616715,0.001521,0.225254,0.000777,0.103714,0.000361,0.331235,0.016002,0.411174,0.019847,10
0.2,risk_budgeted_goal_recovery,0.661111,0.014986,0.586052,0.000632,0.484433,0.000607,0.051736,0.00827,0.011806,0.005482,0.040278,0.006104,0.443403,0.011116,0.464236,0.017632,0.582607,0.001064,0.243543,0.000579,0.062671,0.000291,0.298969,0.013315,0.522287,0.013883,10
0.2,risk_calibrated_goal_belief_revision_v5,0.799306,0.011822,0.776813,0.00066,0.636478,0.001392,0.004167,0.002833,0.000347,0.000681,0.001389,0.001111,0.572222,0.017478,0.603125,0.016265,0.428703,0.001132,0.272414,0.000475,0.014594,0.000403,0.177088,0.010191,0.751904,0.012519,10
0.2,robust_mpc_replan,0.637153,0.019149,0.503244,0.000707,0.455365,0.001154,0.081597,0.010208,0.025347,0.004543,0.068403,0.010497,0.391667,0.012582,0.451389,0.027598,0.647756,0.001194,0.236073,0.00054,0.095149,0.000312,0.319896,0.016874,0.43608,0.021908,10
0.3,active_viewpoint_reacquisition,0.587153,0.017585,0.463666,0.000756,0.307729,0.001184,0.118403,0.008081,0.052778,0.010236,0.069097,0.009963,0.414236,0.016917,0.279861,0.015123,0.677876,0.001381,0.246057,0.000586,0.129773,0.000355,0.362968,0.015462,0.317882,0.019266,10
0.3,conformal_goal_validity_filter,0.624653,0.01198,0.567015,0.001047,0.436102,0.001176,0.063194,0.010135,0.027778,0.006254,0.065625,0.007062,0.344792,0.013423,0.399306,0.020467,0.616592,0.001412,0.21835,0.000312,0.055686,0.000461,0.330015,0.010435,0.445548,0.019759,10
0.3,failure_aware_manipulation_policy,0.624653,0.017409,0.52195,0.00123,0.44815,0.000979,0.068056,0.00774,0.036458,0.006749,0.065972,0.005368,0.403125,0.020453,0.419444,0.017885,0.646082,0.001473,0.226592,0.000729,0.104393,0.000265,0.330147,0.015306,0.423087,0.023146,10
0.3,goal_retargeting_heuristic,0.594097,0.024652,0.435077,0.000875,0.45709,0.00086,0.088542,0.012352,0.032986,0.005487,0.0875,0.007372,0.323611,0.018535,0.418403,0.016523,0.715629,0.001237,0.21985,0.000606,0.122649,0.000448,0.356958,0.021757,0.35995,0.029354,10
0.3,learned_goal_state_classifier,0.643403,0.021014,0.58763,0.001564,0.459534,0.000828,0.066319,0.01269,0.023611,0.006154,0.054167,0.008001,0.411806,0.021478,0.428472,0.019808,0.596421,0.000848,0.214473,0.000627,0.086288,0.000322,0.313562,0.018555,0.474203,0.019452,10
0.3,oracle_goal_state_supervisor,0.888542,0.010901,0.828094,0.001308,0.68365,0.000997,0.0,0.0,0.0,0.0,0.0,0.0,0.604167,0.016639,0.647569,0.01478,0.400269,0.000727,0.275703,0.000804,0.003879,0.000324,0.0,0.0,0.851166,0.011227,10
0.3,pomdp_belief_planner,0.60625,0.013428,0.526658,0.001092,0.40256,0.000992,0.092361,0.013918,0.049653,0.007389,0.071875,0.00902,0.396181,0.021316,0.375347,0.01726,0.639073,0.002142,0.225248,0.000644,0.107692,0.000367,0.346159,0.01193,0.370934,0.021823,10
0.3,risk_budgeted_goal_recovery,0.671875,0.014176,0.573752,0.000913,0.477151,0.000773,0.051736,0.007206,0.014931,0.003372,0.054167,0.008001,0.431597,0.018375,0.457986,0.015199,0.604466,0.001371,0.243762,0.00066,0.066571,0.00028,0.288588,0.012449,0.518827,0.014757,10
0.3,risk_calibrated_goal_belief_revision_v5,0.7875,0.013829,0.763764,0.001299,0.628664,0.001316,0.005556,0.001815,0.0,0.0,0.004167,0.002833,0.558333,0.010286,0.609375,0.018851,0.451367,0.00151,0.272135,0.000579,0.019209,0.000395,0.186756,0.012148,0.735613,0.013421,10
0.3,robust_mpc_replan,0.626736,0.018768,0.489798,0.001107,0.446426,0.001058,0.084028,0.009342,0.027083,0.006559,0.073264,0.006839,0.379514,0.014703,0.438889,0.016207,0.669899,0.00122,0.236396,0.000577,0.099644,0.000316,0.32829,0.016654,0.416325,0.017843,10
0.4,active_viewpoint_reacquisition,0.558333,0.018114,0.45108,0.000809,0.299327,0.000882,0.131944,0.012549,0.053125,0.005653,0.074306,0.009847,0.4125,0.017121,0.280556,0.013641,0.700438,0.001998,0.246243,0.000803,0.13381,0.00016,0.38743,0.015618,0.274476,0.015075,10
0.4,conformal_goal_validity_filter,0.605903,0.022849,0.552922,0.000693,0.428693,0.001097,0.062847,0.011632,0.022917,0.003544,0.071181,0.009312,0.344097,0.014001,0.402778,0.025363,0.63977,0.001737,0.219096,0.000406,0.060296,0.000381,0.345558,0.019691,0.426245,0.020325,10
0.4,failure_aware_manipulation_policy,0.627778,0.018142,0.507675,0.001084,0.440459,0.001328,0.088194,0.009364,0.032986,0.006436,0.070139,0.010775,0.388542,0.020123,0.411458,0.014988,0.669601,0.00157,0.226517,0.000541,0.108976,0.000329,0.326485,0.015898,0.410674,0.013849,10
0.4,goal_retargeting_heuristic,0.575694,0.022036,0.421939,0.001321,0.44843,0.001191,0.088194,0.007259,0.038889,0.004844,0.094444,0.008103,0.299653,0.015049,0.402431,0.014995,0.73872,0.001001,0.220198,0.000545,0.126804,0.000398,0.37226,0.019152,0.328434,0.02475,10
0.4,learned_goal_state_classifier,0.642708,0.016959,0.575229,0.001302,0.451723,0.001078,0.082986,0.007756,0.025,0.006237,0.074306,0.00868,0.392361,0.020988,0.421875,0.017491,0.621316,0.001358,0.214999,0.000487,0.090846,0.000235,0.313336,0.01467,0.445459,0.022527,10
0.4,oracle_goal_state_supervisor,0.866667,0.014065,0.814071,0.00113,0.674711,0.000957,0.0,0.0,0.0,0.0,0.0,0.0,0.588542,0.013956,0.635764,0.013206,0.425106,0.001284,0.275473,0.000631,0.007214,0.000308,0.0,0.0,0.826451,0.01414,10
0.4,pomdp_belief_planner,0.602431,0.016616,0.513225,0.000608,0.394266,0.001558,0.098611,0.010155,0.040625,0.005561,0.079167,0.013297,0.378472,0.019828,0.359028,0.017897,0.663137,0.000817,0.225452,0.000317,0.1126,0.000391,0.348579,0.014692,0.363944,0.020865,10
0.4,risk_budgeted_goal_recovery,0.654167,0.012475,0.559569,0.000995,0.467804,0.00103,0.051736,0.007555,0.017014,0.005598,0.055556,0.008179,0.392708,0.014219,0.448611,0.022612,0.62932,0.001326,0.244567,0.000647,0.070917,0.000354,0.303473,0.011082,0.492905,0.01967,10
0.4,risk_calibrated_goal_belief_revision_v5,0.794097,0.016548,0.751349,0.001635,0.62065,0.001096,0.007292,0.003119,0.001042,0.00104,0.005556,0.001505,0.568403,0.012592,0.585764,0.02145,0.475402,0.001655,0.272297,0.000819,0.023539,0.000303,0.180673,0.01459,0.736797,0.01906,10
0.4,robust_mpc_replan,0.618056,0.021688,0.475841,0.001113,0.437977,0.000916,0.089236,0.015686,0.032292,0.005743,0.077778,0.006188,0.366667,0.019756,0.433333,0.01597,0.694242,0.001006,0.236463,0.000679,0.103866,0.000364,0.334902,0.018921,0.39406,0.018308,10
0.5,active_viewpoint_reacquisition,0.557292,0.024056,0.437026,0.000693,0.292139,0.000791,0.137847,0.012134,0.057639,0.008798,0.088889,0.014568,0.401042,0.015823,0.262153,0.018823,0.723881,0.001737,0.246735,0.000628,0.138213,0.000347,0.386999,0.021093,0.253029,0.02492,10
0.5,conformal_goal_validity_filter,0.59375,0.025964,0.540016,0.001061,0.4197,0.000337,0.076042,0.010901,0.023264,0.006258,0.071875,0.007595,0.3375,0.014304,0.389236,0.020149,0.663113,0.001909,0.219504,0.000753,0.06454,0.000415,0.355053,0.022744,0.40105,0.027831,10
0.5,failure_aware_manipulation_policy,0.608681,0.008789,0.494894,0.001085,0.432969,0.00108,0.076042,0.006372,0.039931,0.00953,0.075347,0.009627,0.353125,0.017748,0.40625,0.021877,0.692021,0.001598,0.227222,0.000618,0.112511,0.000347,0.341856,0.007465,0.387,0.018498,10
0.5,goal_retargeting_heuristic,0.565625,0.015991,0.408858,0.000745,0.439332,0.000961,0.098264,0.011614,0.045486,0.006764,0.1,0.00679,0.288889,0.016633,0.416667,0.022978,0.763482,0.001314,0.221309,0.00044,0.13136,0.000428,0.379647,0.014006,0.301604,0.014344,10
0.5,learned_goal_state_classifier,0.6375,0.018239,0.56118,0.001048,0.44227,0.00085,0.085764,0.010299,0.0375,0.008103,0.070139,0.009006,0.378819,0.015991,0.426042,0.021209,0.643817,0.000953,0.215035,0.000411,0.094834,0.000342,0.316653,0.016234,0.424663,0.021615,10
0.5,oracle_goal_state_supervisor,0.872222,0.007975,0.802064,0.000984,0.66634,0.000598,0.0,0.0,0.0,0.0,0.0,0.0,0.609375,0.020673,0.633333,0.010698,0.447099,0.001279,0.275605,0.000822,0.010374,0.000305,0.0,0.0,0.831771,0.007493,10
0.5,pomdp_belief_planner,0.601389,0.022521,0.499446,0.001141,0.386114,0.001436,0.099306,0.008378,0.04375,0.010602,0.088889,0.009254,0.355208,0.021161,0.359375,0.015226,0.684277,0.000903,0.226038,0.000676,0.116518,0.000264,0.348399,0.01966,0.350035,0.026463,10
0.5,risk_budgeted_goal_recovery,0.633333,0.023905,0.547373,0.00066,0.460301,0.000881,0.066667,0.008536,0.018056,0.006237,0.064236,0.005392,0.405903,0.020728,0.437153,0.020225,0.652399,0.001328,0.244492,0.000521,0.075471,0.000447,0.320418,0.021176,0.454865,0.024209,10
0.5,risk_calibrated_goal_belief_revision_v5,0.783333,0.014426,0.737424,0.000672,0.611611,0.000915,0.010764,0.002949,0.000694,0.000907,0.003819,0.001222,0.563194,0.016289,0.590278,0.016232,0.499081,0.00107,0.272618,0.000455,0.027634,0.000363,0.189546,0.012727,0.722789,0.01551,10
0.5,robust_mpc_replan,0.599306,0.02143,0.463728,0.000955,0.430574,0.000845,0.090625,0.015797,0.033681,0.004871,0.087847,0.011162,0.346875,0.016404,0.413194,0.01588,0.716844,0.002048,0.236894,0.00029,0.108633,0.00044,0.350265,0.01892,0.361172,0.023534,10
0.6,active_viewpoint_reacquisition,0.564236,0.017638,0.423254,0.000734,0.282523,0.000899,0.151389,0.01162,0.068056,0.012225,0.083681,0.012891,0.394792,0.016795,0.265625,0.019202,0.748093,0.001698,0.247252,0.000743,0.142246,0.00033,0.379518,0.015296,0.242516,0.023015,10
0.6,conformal_goal_validity_filter,0.572917,0.01449,0.52781,0.000613,0.410813,0.000692,0.076389,0.007793,0.03125,0.007793,0.078125,0.009201,0.327431,0.010046,0.378125,0.018161,0.688217,0.001345,0.219597,0.000351,0.06889,0.000389,0.372081,0.012704,0.365302,0.02163,10
0.6,failure_aware_manipulation_policy,0.590972,0.015512,0.482357,0.000711,0.424236,0.001194,0.091667,0.008971,0.028125,0.007206,0.084028,0.006154,0.331944,0.0085,0.410069,0.015501,0.715573,0.001001,0.227381,0.000745,0.117133,0.000425,0.356409,0.013679,0.361716,0.014888,10
0.6,goal_retargeting_heuristic,0.543056,0.015951,0.395476,0.001209,0.43252,0.000881,0.101042,0.009487,0.041319,0.006125,0.115625,0.010739,0.281944,0.015841,0.395833,0.011297,0.786188,0.001019,0.220888,0.000331,0.135536,0.000359,0.398187,0.013718,0.266954,0.021234,10
0.6,learned_goal_state_classifier,0.619444,0.021621,0.548111,0.000901,0.434664,0.000816,0.081597,0.011309,0.033333,0.003686,0.068056,0.00478,0.348611,0.014355,0.413889,0.023417,0.667634,0.001271,0.215283,0.000802,0.099138,0.00037,0.331505,0.01885,0.411126,0.022674,10
0.6,oracle_goal_state_supervisor,0.870139,0.013118,0.789968,0.000561,0.658706,0.000938,0.0,0.0,0.0,0.0,0.0,0.0,0.58125,0.018931,0.649306,0.011831,0.470621,0.001112,0.275707,0.00044,0.014763,0.000359,0.0,0.0,0.826932,0.014027,10
0.6,pomdp_belief_planner,0.582986,0.019474,0.487362,0.000987,0.37882,0.001067,0.115972,0.018239,0.050694,0.008856,0.085764,0.011162,0.352083,0.018767,0.349306,0.017724,0.709751,0.001157,0.22617,0.00078,0.12057,0.00038,0.36344,0.016756,0.312897,0.024821,10
0.6,risk_budgeted_goal_recovery,0.65,0.011379,0.533935,0.001175,0.451305,0.001302,0.073611,0.00648,0.021181,0.003856,0.069444,0.009017,0.379861,0.027527,0.4375,0.019409,0.676013,0.001751,0.245044,0.000609,0.079602,0.000386,0.305058,0.009869,0.456129,0.014292,10
0.6,risk_calibrated_goal_belief_revision_v5,0.781944,0.014013,0.724732,0.000752,0.604721,0.00113,0.014931,0.005078,0.001389,0.001111,0.009722,0.003769,0.525694,0.014497,0.568056,0.020722,0.521368,0.00187,0.272857,0.000415,0.031805,0.000389,0.190162,0.012374,0.708898,0.015229,10
0.6,robust_mpc_replan,0.599653,0.014492,0.451485,0.001248,0.422313,0.001492,0.111806,0.012038,0.040972,0.005721,0.086806,0.011113,0.353472,0.013528,0.398264,0.014773,0.740012,0.001871,0.237888,0.000388,0.112468,0.00035,0.348685,0.012567,0.337946,0.018005,10
0.7,active_viewpoint_reacquisition,0.510417,0.011206,0.410429,0.001069,0.275751,0.000669,0.152778,0.016169,0.061806,0.010582,0.082292,0.010097,0.368403,0.013128,0.256597,0.017789,0.770641,0.001991,0.246937,0.000695,0.146533,0.000421,0.425313,0.009706,0.188705,0.022447,10
0.7,conformal_goal_validity_filter,0.588889,0.021116,0.514098,0.001024,0.403756,0.000581,0.078125,0.009088,0.024653,0.005218,0.08125,0.009474,0.323958,0.017367,0.371875,0.018019,0.708852,0.001329,0.220315,0.000273,0.073169,0.000493,0.356925,0.018162,0.382647,0.020424,10
0.7,failure_aware_manipulation_policy,0.581597,0.021741,0.470029,0.00112,0.416501,0.000828,0.109375,0.015361,0.04375,0.00659,0.090278,0.009571,0.339583,0.018811,0.402431,0.014995,0.73796,0.001234,0.228311,0.000464,0.121513,0.000321,0.363471,0.019033,0.319329,0.021002,10
0.7,goal_retargeting_heuristic,0.556597,0.015388,0.383468,0.001104,0.423844,0.000582,0.118403,0.009963,0.044792,0.004588,0.119097,0.008905,0.256597,0.019073,0.394097,0.015527,0.809944,0.001593,0.221793,0.000682,0.139725,0.000267,0.385059,0.013569,0.260723,0.01719,10
0.7,learned_goal_state_classifier,0.598264,0.020842,0.535749,0.00116,0.427752,0.00117,0.093403,0.013089,0.035764,0.00773,0.081597,0.008503,0.345139,0.020846,0.389583,0.014123,0.69102,0.001238,0.216171,0.000394,0.103646,0.000357,0.348837,0.018189,0.368452,0.022156,10
0.7,oracle_goal_state_supervisor,0.868056,0.009463,0.775753,0.001279,0.651034,0.001192,0.0,0.0,0.0,0.0,0.0,0.0,0.561458,0.019856,0.611111,0.009187,0.494285,0.000956,0.275578,0.00059,0.01886,0.000179,0.0,0.0,0.820123,0.008889,10
0.7,pomdp_belief_planner,0.573264,0.018719,0.473534,0.001119,0.369852,0.00075,0.125,0.014632,0.055903,0.007347,0.105208,0.009786,0.328819,0.018653,0.339583,0.013754,0.731837,0.000737,0.226715,0.000417,0.125111,0.000522,0.370663,0.016441,0.276529,0.022289,10
0.7,risk_budgeted_goal_recovery,0.639583,0.021943,0.521015,0.000543,0.444047,0.001118,0.087153,0.011408,0.020833,0.005272,0.076736,0.013089,0.384375,0.014456,0.428819,0.022939,0.699057,0.001416,0.245262,0.000451,0.083883,0.000263,0.313056,0.019007,0.429165,0.024383,10
0.7,risk_calibrated_goal_belief_revision_v5,0.769792,0.015015,0.710914,0.000635,0.59578,0.000884,0.013889,0.002869,0.000347,0.000681,0.006944,0.004183,0.516319,0.016106,0.593403,0.016868,0.545554,0.001121,0.272059,0.000708,0.035969,0.00022,0.200082,0.013112,0.698814,0.014038,10
0.7,robust_mpc_replan,0.573611,0.018674,0.438376,0.00059,0.414176,0.00087,0.113542,0.012551,0.0375,0.005444,0.093403,0.011041,0.335417,0.016111,0.396528,0.016352,0.763877,0.00135,0.238082,0.000419,0.11676,0.000425,0.370373,0.016465,0.307448,0.024676,10
0.8,active_viewpoint_reacquisition,0.522917,0.020371,0.398093,0.001217,0.266761,0.000951,0.16875,0.009198,0.069097,0.010662,0.094792,0.010448,0.359028,0.020846,0.253819,0.018883,0.793608,0.00151,0.247747,0.000584,0.150449,0.000456,0.412754,0.017566,0.176031,0.025842,10
0.8,conformal_goal_validity_filter,0.568056,0.021116,0.502315,0.001086,0.39595,0.000884,0.096528,0.012541,0.035069,0.003433,0.089583,0.011469,0.315625,0.01702,0.395833,0.011433,0.734114,0.001525,0.220893,0.00071,0.077322,0.000366,0.373826,0.018446,0.333593,0.020736,10
0.8,failure_aware_manipulation_policy,0.578819,0.022366,0.456465,0.00063,0.407535,0.001066,0.114931,0.010565,0.05,0.0074,0.101389,0.011011,0.340625,0.017526,0.390625,0.02717,0.762936,0.001124,0.228019,0.000753,0.125873,0.000443,0.364376,0.019335,0.297422,0.026875,10
0.8,goal_retargeting_heuristic,0.523611,0.012458,0.369718,0.000795,0.415686,0.000825,0.121875,0.016246,0.053819,0.007192,0.125347,0.017789,0.265972,0.016583,0.385764,0.020877,0.833231,0.001353,0.222264,0.000532,0.144508,0.000362,0.412238,0.010665,0.209641,0.019572,10
0.8,learned_goal_state_classifier,0.601389,0.019217,0.522059,0.001177,0.417326,0.000885,0.084722,0.00862,0.036111,0.00627,0.085764,0.009839,0.343056,0.01927,0.384375,0.021112,0.714449,0.001128,0.216559,0.000482,0.108118,0.000529,0.344787,0.016756,0.37216,0.029168,10
0.8,oracle_goal_state_supervisor,0.863542,0.01617,0.762811,0.000955,0.642951,0.00052,0.0,0.0,0.0,0.0,0.000347,0.000681,0.552083,0.018006,0.610417,0.016321,0.516957,0.001106,0.275623,0.00074,0.023362,0.000482,0.0,0.0,0.812846,0.015746,10
0.8,pomdp_belief_planner,0.552431,0.0233,0.461566,0.000864,0.362249,0.000574,0.139583,0.015007,0.061111,0.007188,0.092708,0.012176,0.33125,0.013844,0.320833,0.014355,0.75599,0.001251,0.227244,0.000687,0.12955,0.000278,0.387319,0.020343,0.24472,0.026432,10
0.8,risk_budgeted_goal_recovery,0.615278,0.015938,0.508294,0.000939,0.43572,0.000987,0.088542,0.009201,0.024653,0.006208,0.084028,0.008774,0.347569,0.01496,0.420486,0.01708,0.723301,0.000742,0.245658,0.00071,0.088389,0.000419,0.33275,0.013936,0.392118,0.017389,10
0.8,risk_calibrated_goal_belief_revision_v5,0.767361,0.009187,0.698713,0.001375,0.588421,0.00102,0.011111,0.002443,0.000694,0.000907,0.0125,0.00324,0.487847,0.017224,0.573611,0.014972,0.569044,0.00123,0.272503,0.000592,0.04018,0.000451,0.201327,0.007881,0.689833,0.009041,10
0.8,robust_mpc_replan,0.564931,0.022912,0.424173,0.000955,0.406406,0.00082,0.115972,0.011306,0.049653,0.010299,0.101736,0.007527,0.315972,0.018261,0.39375,0.019911,0.786248,0.001328,0.238341,0.000686,0.121294,0.000387,0.376594,0.019948,0.278332,0.027195,10
0.9,active_viewpoint_reacquisition,0.499653,0.020728,0.385285,0.000946,0.259763,0.001113,0.171528,0.007043,0.075694,0.009119,0.095833,0.007673,0.346875,0.014001,0.241667,0.016428,0.817392,0.001377,0.247561,0.000374,0.154956,0.00042,0.431839,0.018136,0.143765,0.02298,10
0.9,conformal_goal_validity_filter,0.570833,0.013881,0.487788,0.001114,0.387563,0.000557,0.105208,0.01251,0.033333,0.005193,0.088889,0.009254,0.296181,0.015118,0.379514,0.01815,0.757702,0.001601,0.221021,0.000762,0.081983,0.000431,0.370618,0.01172,0.32843,0.016827,10
0.9,failure_aware_manipulation_policy,0.568403,0.01617,0.444082,0.000556,0.400014,0.000717,0.129861,0.010553,0.046875,0.007403,0.104514,0.013049,0.319444,0.023334,0.371528,0.014945,0.78524,0.001438,0.228467,0.000602,0.13021,0.000539,0.372615,0.013971,0.27303,0.026712,10
0.9,goal_retargeting_heuristic,0.509028,0.018012,0.356352,0.000929,0.407586,0.000815,0.128819,0.008986,0.062153,0.009043,0.121875,0.015097,0.235417,0.015413,0.379167,0.022951,0.85554,0.001093,0.222609,0.000802,0.148388,0.000412,0.423721,0.015638,0.181129,0.024768,10
0.9,learned_goal_state_classifier,0.589583,0.017241,0.508596,0.000847,0.410477,0.000731,0.102431,0.01509,0.039583,0.005193,0.089583,0.007372,0.316667,0.015645,0.390972,0.015054,0.73701,0.000864,0.216777,0.000603,0.111988,0.000404,0.354068,0.014951,0.339325,0.024796,10
0.9,oracle_goal_state_supervisor,0.865278,0.012582,0.749667,0.000847,0.635078,0.000815,0.0,0.0,0.0,0.0,0.0,0.0,0.536111,0.018712,0.610764,0.018856,0.541111,0.001135,0.27554,0.000505,0.027752,0.000264,0.0,0.0,0.811712,0.012745,10
0.9,pomdp_belief_planner,0.538194,0.020767,0.448557,0.000638,0.353603,0.000573,0.134028,0.00995,0.056597,0.010249,0.103819,0.013778,0.322917,0.022708,0.306597,0.010148,0.780677,0.001127,0.227577,0.000485,0.133603,0.0003,0.398514,0.017773,0.229496,0.023853,10
0.9,risk_budgeted_goal_recovery,0.602431,0.015758,0.495525,0.000859,0.428092,0.001053,0.079167,0.015211,0.023611,0.004158,0.082986,0.007555,0.35,0.018646,0.414236,0.024286,0.745098,0.001699,0.245913,0.000659,0.092406,0.00028,0.343113,0.013675,0.385414,0.020973,10
0.9,risk_calibrated_goal_belief_revision_v5,0.770833,0.017395,0.686532,0.000965,0.580587,0.001245,0.014931,0.003522,0.002431,0.002042,0.015625,0.006108,0.488889,0.019509,0.542014,0.023388,0.593194,0.001057,0.27264,0.000654,0.044664,0.000349,0.19781,0.015013,0.683447,0.018786,10
