split,task,regime,seed,stress,hidden_load,invalid_load,moved_load,substitute_load,hazard_load,reappear_load,human_load,change_load,oracle_success_probability
nominal,shelf_retrieval,substitute_goal_available,7,0.1,0.22176,0.275181,0.1926,0.14737,0.1364,0.1449,0.033721,0.21384,0.894875
nominal,shelf_retrieval,substitute_goal_available,8,0.1,0.22176,0.275181,0.1926,0.14737,0.1364,0.1449,0.033721,0.21384,0.889431
nominal,shelf_retrieval,substitute_goal_available,9,0.1,0.22176,0.275181,0.1926,0.14737,0.1364,0.1449,0.033721,0.21384,0.881044
nominal,shelf_retrieval,delayed_reappearance,0,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.899608
nominal,shelf_retrieval,delayed_reappearance,1,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.904189
nominal,shelf_retrieval,delayed_reappearance,2,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.914532
nominal,shelf_retrieval,delayed_reappearance,3,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.898492
nominal,shelf_retrieval,delayed_reappearance,4,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.875581
nominal,shelf_retrieval,delayed_reappearance,5,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.899228
nominal,shelf_retrieval,delayed_reappearance,6,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.904845
nominal,shelf_retrieval,delayed_reappearance,7,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.895181
nominal,shelf_retrieval,delayed_reappearance,8,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.898701
nominal,shelf_retrieval,delayed_reappearance,9,0.1,0.4224,0.115398,0.214,0.058948,0.1705,0.34776,0.045764,0.13608,0.892385
nominal,shelf_retrieval,cascading_disappearing_goal,0,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.909459
nominal,shelf_retrieval,cascading_disappearing_goal,1,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.862549
nominal,shelf_retrieval,cascading_disappearing_goal,2,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.886111
nominal,shelf_retrieval,cascading_disappearing_goal,3,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.874743
nominal,shelf_retrieval,cascading_disappearing_goal,4,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.896742
nominal,shelf_retrieval,cascading_disappearing_goal,5,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.892365
nominal,shelf_retrieval,cascading_disappearing_goal,6,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.880535
nominal,shelf_retrieval,cascading_disappearing_goal,7,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.903082
nominal,shelf_retrieval,cascading_disappearing_goal,8,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.875626
nominal,shelf_retrieval,cascading_disappearing_goal,9,0.1,0.44352,0.372826,0.4173,0.121171,0.29326,0.21252,0.077076,0.32076,0.898542
nominal,drawer_placement,visual_occlusion,0,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.883569
nominal,drawer_placement,visual_occlusion,1,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.890199
nominal,drawer_placement,visual_occlusion,2,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.887338
nominal,drawer_placement,visual_occlusion,3,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.899638
nominal,drawer_placement,visual_occlusion,4,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.901234
nominal,drawer_placement,visual_occlusion,5,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.882233
nominal,drawer_placement,visual_occlusion,6,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.895354
nominal,drawer_placement,visual_occlusion,7,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.891645
nominal,drawer_placement,visual_occlusion,8,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.893679
nominal,drawer_placement,visual_occlusion,9,0.1,0.43296,0.039245,0.0749,0.040454,0.0924,0.3864,0.031498,0.03888,0.887396
nominal,drawer_placement,object_moved,0,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.872258
nominal,drawer_placement,object_moved,1,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.885685
nominal,drawer_placement,object_moved,2,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.911661
nominal,drawer_placement,object_moved,3,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.907443
nominal,drawer_placement,object_moved,4,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.900568
nominal,drawer_placement,object_moved,5,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.891886
nominal,drawer_placement,object_moved,6,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.878875
nominal,drawer_placement,object_moved,7,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.893675
nominal,drawer_placement,object_moved,8,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.878609
nominal,drawer_placement,object_moved,9,0.1,0.20664,0.137357,0.4494,0.068772,0.17325,0.18354,0.028348,0.0729,0.878546
nominal,drawer_placement,object_removed,0,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.884426
nominal,drawer_placement,object_removed,1,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.910689
nominal,drawer_placement,object_removed,2,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.8831
nominal,drawer_placement,object_removed,3,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.89879
nominal,drawer_placement,object_removed,4,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.864474
nominal,drawer_placement,object_removed,5,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.880638
nominal,drawer_placement,object_removed,6,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.894719
nominal,drawer_placement,object_removed,7,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.893076
nominal,drawer_placement,object_removed,8,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.892773
nominal,drawer_placement,object_removed,9,0.1,0.16728,0.436598,0.1498,0.084954,0.2233,0.07728,0.031498,0.10692,0.899638
nominal,drawer_placement,human_temporary_obstruction,0,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.887652
nominal,drawer_placement,human_temporary_obstruction,1,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.888221
nominal,drawer_placement,human_temporary_obstruction,2,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.89342
nominal,drawer_placement,human_temporary_obstruction,3,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.890099
nominal,drawer_placement,human_temporary_obstruction,4,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.882503
nominal,drawer_placement,human_temporary_obstruction,5,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.885747
nominal,drawer_placement,human_temporary_obstruction,6,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.886715
nominal,drawer_placement,human_temporary_obstruction,7,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.888047
nominal,drawer_placement,human_temporary_obstruction,8,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.904004
nominal,drawer_placement,human_temporary_obstruction,9,0.1,0.36408,0.088301,0.0963,0.048545,0.2772,0.41538,0.144889,0.07776,0.898285
nominal,drawer_placement,goal_specification_changed,0,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.869436
nominal,drawer_placement,goal_specification_changed,1,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.879178
nominal,drawer_placement,goal_specification_changed,2,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.89187
nominal,drawer_placement,goal_specification_changed,3,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.868239
nominal,drawer_placement,goal_specification_changed,4,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.879155
nominal,drawer_placement,goal_specification_changed,5,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.891512
nominal,drawer_placement,goal_specification_changed,6,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.881952
nominal,drawer_placement,goal_specification_changed,7,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.890673
nominal,drawer_placement,goal_specification_changed,8,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.880001
nominal,drawer_placement,goal_specification_changed,9,0.1,0.13776,0.372826,0.214,0.137545,0.1848,0.08694,0.053546,0.42768,0.888139
nominal,drawer_placement,substitute_goal_available,0,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.888554
nominal,drawer_placement,substitute_goal_available,1,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.882541
nominal,drawer_placement,substitute_goal_available,2,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.891129
nominal,drawer_placement,substitute_goal_available,3,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.88142
nominal,drawer_placement,substitute_goal_available,4,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.890952
nominal,drawer_placement,substitute_goal_available,5,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.888834
nominal,drawer_placement,substitute_goal_available,6,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.897149
nominal,drawer_placement,substitute_goal_available,7,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.881577
nominal,drawer_placement,substitute_goal_available,8,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.889184
nominal,drawer_placement,substitute_goal_available,9,0.1,0.20664,0.304147,0.1926,0.182045,0.154,0.1449,0.044097,0.21384,0.870541
nominal,drawer_placement,delayed_reappearance,0,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.864272
nominal,drawer_placement,delayed_reappearance,1,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.900978
nominal,drawer_placement,delayed_reappearance,2,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.892119
nominal,drawer_placement,delayed_reappearance,3,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.88125
nominal,drawer_placement,delayed_reappearance,4,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.887935
nominal,drawer_placement,delayed_reappearance,5,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.894625
nominal,drawer_placement,delayed_reappearance,6,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.881538
nominal,drawer_placement,delayed_reappearance,7,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.890944
nominal,drawer_placement,delayed_reappearance,8,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.880455
nominal,drawer_placement,delayed_reappearance,9,0.1,0.3936,0.127546,0.214,0.072818,0.1925,0.34776,0.059845,0.13608,0.895285
nominal,drawer_placement,cascading_disappearing_goal,0,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.884301
nominal,drawer_placement,cascading_disappearing_goal,1,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.897679
nominal,drawer_placement,cascading_disappearing_goal,2,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.869912
nominal,drawer_placement,cascading_disappearing_goal,3,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.860551
nominal,drawer_placement,cascading_disappearing_goal,4,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.873822
nominal,drawer_placement,cascading_disappearing_goal,5,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.867958
nominal,drawer_placement,cascading_disappearing_goal,6,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.884703
nominal,drawer_placement,cascading_disappearing_goal,7,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.887831
nominal,drawer_placement,cascading_disappearing_goal,8,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.87698
nominal,drawer_placement,cascading_disappearing_goal,9,0.1,0.41328,0.41207,0.4173,0.149681,0.3311,0.21252,0.100792,0.32076,0.875283
nominal,bin_sorting,visual_occlusion,0,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.914661
nominal,bin_sorting,visual_occlusion,1,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.895866
nominal,bin_sorting,visual_occlusion,2,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.909148
nominal,bin_sorting,visual_occlusion,3,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.901107
nominal,bin_sorting,visual_occlusion,4,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.888764
nominal,bin_sorting,visual_occlusion,5,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.886803
nominal,bin_sorting,visual_occlusion,6,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.892883
nominal,bin_sorting,visual_occlusion,7,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.9053
nominal,bin_sorting,visual_occlusion,8,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.920791
nominal,bin_sorting,visual_occlusion,9,0.1,0.396,0.033638,0.0749,0.063571,0.0726,0.3864,0.022234,0.03888,0.909405
nominal,bin_sorting,object_moved,0,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.892856
nominal,bin_sorting,object_moved,1,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.899537
nominal,bin_sorting,object_moved,2,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.901084
nominal,bin_sorting,object_moved,3,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.882485
nominal,bin_sorting,object_moved,4,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.90183
nominal,bin_sorting,object_moved,5,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.899651
nominal,bin_sorting,object_moved,6,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.895684
nominal,bin_sorting,object_moved,7,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.903769
nominal,bin_sorting,object_moved,8,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.89882
nominal,bin_sorting,object_moved,9,0.1,0.189,0.117734,0.4494,0.108071,0.136125,0.18354,0.02001,0.0729,0.904734
nominal,bin_sorting,object_removed,0,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.899059
nominal,bin_sorting,object_removed,1,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.903557
nominal,bin_sorting,object_removed,2,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.904848
nominal,bin_sorting,object_removed,3,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.881305
nominal,bin_sorting,object_removed,4,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.905844
nominal,bin_sorting,object_removed,5,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.898426
nominal,bin_sorting,object_removed,6,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.878428
nominal,bin_sorting,object_removed,7,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.907766
nominal,bin_sorting,object_removed,8,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.887354
nominal,bin_sorting,object_removed,9,0.1,0.153,0.374227,0.1498,0.1335,0.17545,0.07728,0.022234,0.10692,0.897082
nominal,bin_sorting,human_temporary_obstruction,0,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.904135
nominal,bin_sorting,human_temporary_obstruction,1,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.91561
nominal,bin_sorting,human_temporary_obstruction,2,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.911403
nominal,bin_sorting,human_temporary_obstruction,3,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.928598
nominal,bin_sorting,human_temporary_obstruction,4,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.912322
nominal,bin_sorting,human_temporary_obstruction,5,0.1,0.333,0.075686,0.0963,0.076285,0.2178,0.41538,0.102275,0.07776,0.89209
